Failure_ID,Device_Type,Brand,Model_Name,Usage_Duration,Failure_Type,Warranty_Status,Repair_Cost,Customer_Rating,Comments
FAIL00277,Tablet,Dell,Model-552,,Screen Crack,Yes,,,nan
FAIL00278,Tablet,Sony,Model-219,31.0,Overheating,No,2238.64,4.9,Had to replace
,Tablet,Sony,Model-754,36.0,Software Crash,No,2059.76,4.1,Not satisfied
FAIL00280,Tablet,Lenovo,Model-384,13.0,Screen Crack,Yes,4494.56,2.6,Not satisfied
FAIL00281,Gaming Console,Lenovo,Model-726,18.0,Speaker Malfunction,No,848.26,1.8,Very bad service
FAIL00282,Gaming Console,Dell,Model-311,35.0,Battery Issue,No,1969.97,4.0,Had to replace
FAIL00283,Smartwatch,Dell,Model-438,57.0,Speaker Malfunction,No,1610.54,4.5,nan
FAIL00284,Smartphone,Apple,Model-934,27.0,Overheating,No,2987.05,2.4,Very bad service
,Smartphone,Apple,Model-799,6.0,Software Crash,No,3491.26,1.2,Very bad service
FAIL00286,Smartwatch,Lenovo,Model-643,58.0,Speaker Malfunction,Yes,2635.22,3.5,Perfect repair
FAIL00287,Tablet,Lenovo,Model-833,10.0,Screen Crack,Yes,4958.15,1.4,nan
FAIL00288,Laptop,Dell,Model-132,,Software Crash,No,,,Very bad service
FAIL00289,Gaming Console,HP,Model-355,47.0,Screen Crack,No,190.72,1.0,Fixed quickly
FAIL00290,Smartwatch,Sony,Model-198,44.0,Speaker Malfunction,No,3645.01,2.0,Very bad service
FAIL00291,Smartphone,HP,Model-950,7.0,Battery Issue,Yes,1299.52,4.0,Not satisfied
FAIL00292,Tablet,Samsung,Model-356,16.0,Speaker Malfunction,Yes,4856.19,4.3,Very bad service
FAIL00293,Tablet,OnePlus,Model-691,,Screen Crack,Yes,,,Fixed quickly
FAIL00294,Tablet,Samsung,Model-676,43.0,Screen Crack,Yes,3167.95,4.3,nan
FAIL00295,Laptop,OnePlus,Model-253,57.0,Screen Crack,Yes,3551.37,1.8,Had to replace
FAIL00296,Smartwatch,Samsung,Model-638,42.0,Battery Issue,No,4018.46,3.1,Perfect repair
,Gaming Console,HP,Model-921,47.0,Battery Issue,No,3453.63,3.3,Fixed quickly
FAIL00298,Gaming Console,OnePlus,Model-145,25.0,Speaker Malfunction,No,1639.02,1.5,Not satisfied
FAIL00299,Gaming Console,Lenovo,Model-380,26.0,Screen Crack,Yes,2581.06,2.7,Not satisfied
FAIL00300,Tablet,Lenovo,Model-118,26.0,Software Crash,No,1639.72,2.2,Very bad service
FAIL00301,Smartphone,Apple,Model-748,56.0,Software Crash,No,3543.25,4.0,Very bad service
FAIL00302,Tablet,Samsung,Model-338,18.0,Speaker Malfunction,Yes,140.84,1.3,Very bad service
FAIL00303,Tablet,Dell,Model-528,38.0,Software Crash,No,1989.45,2.1,Very bad service
FAIL00304,Laptop,Sony,Model-794,20.0,Speaker Malfunction,No,876.95,1.4,nan
FAIL00305,Tablet,Lenovo,Model-238,51.0,Speaker Malfunction,Yes,4751.99,2.9,Perfect repair
FAIL00306,Tablet,OnePlus,Model-320,,Overheating,No,,,Very bad service
FAIL00307,Laptop,Apple,Model-518,3.0,Speaker Malfunction,No,2566.88,1.4,nan
FAIL00308,Tablet,Samsung,Model-584,57.0,Speaker Malfunction,Yes,1286.54,3.6,Had to replace
FAIL00309,Smartwatch,Lenovo,Model-925,36.0,Battery Issue,No,194.23,4.4,Perfect repair
FAIL00310,Smartwatch,OnePlus,Model-127,40.0,Overheating,No,3803.03,1.8,Perfect repair
FAIL00311,Smartwatch,Sony,Model-849,1.0,Screen Crack,No,2531.93,1.5,Had to replace
FAIL00312,Laptop,Sony,Model-197,10.0,Software Crash,Yes,538.67,3.6,nan
FAIL00313,Gaming Console,Apple,Model-997,44.0,Speaker Malfunction,No,2917.78,1.2,Perfect repair
FAIL00314,Smartwatch,HP,Model-432,31.0,Speaker Malfunction,No,296.06,2.0,Perfect repair
FAIL00315,Smartphone,Sony,Model-120,20.0,Screen Crack,Yes,2222.65,2.2,Perfect repair
FAIL00316,Smartphone,Lenovo,Model-781,56.0,Speaker Malfunction,No,2255.04,4.7,nan
FAIL00317,Tablet,OnePlus,Model-984,8.0,Battery Issue,No,4331.91,2.4,Perfect repair
FAIL00318,Gaming Console,Apple,Model-733,48.0,Software Crash,No,4938.04,3.1,nan
FAIL00319,Tablet,Samsung,Model-954,,Speaker Malfunction,No,,,Very bad service
FAIL00320,Smartwatch,Apple,Model-422,53.0,Overheating,No,3540.13,4.4,Very bad service
FAIL00321,Smartphone,HP,Model-374,7.0,Overheating,No,4371.26,1.4,Fixed quickly
FAIL00322,Laptop,Samsung,Model-872,57.0,Screen Crack,No,2207.44,4.0,Fixed quickly
FAIL00323,Gaming Console,HP,Model-645,51.0,Overheating,Yes,1700.32,4.0,Had to replace
FAIL00324,Tablet,Sony,Model-406,35.0,Screen Crack,Yes,198.04,4.5,Fixed quickly
FAIL00325,Smartphone,Lenovo,Model-269,43.0,Speaker Malfunction,Yes,2860.94,4.1,Very bad service
FAIL00326,Smartwatch,Apple,Model-910,40.0,Overheating,No,984.26,1.5,Had to replace
FAIL00327,Smartwatch,OnePlus,Model-388,20.0,Battery Issue,No,464.16,2.2,Very bad service
FAIL00328,Gaming Console,OnePlus,Model-580,3.0,Screen Crack,Yes,119.98,2.7,Perfect repair
FAIL00329,Tablet,OnePlus,Model-428,11.0,Overheating,Yes,4808.79,1.5,Not satisfied
FAIL00330,Smartwatch,Dell,Model-934,58.0,Software Crash,Yes,4304.33,1.5,Not satisfied
FAIL00331,Smartphone,Lenovo,Model-705,57.0,Battery Issue,Yes,4815.11,4.2,nan
FAIL00332,Tablet,OnePlus,Model-120,12.0,Battery Issue,No,4714.5,1.7,Fixed quickly
FAIL00333,Smartphone,HP,Model-209,42.0,Screen Crack,Yes,3163.88,4.6,Very bad service
FAIL00334,Smartwatch,Apple,Model-338,42.0,Overheating,Yes,3070.17,1.9,Very bad service
,Smartphone,Dell,Model-317,46.0,Software Crash,Yes,4250.84,3.0,nan
FAIL00336,Smartwatch,Dell,Model-674,12.0,Overheating,No,4738.16,1.8,Had to replace
FAIL00337,Laptop,Lenovo,Model-422,42.0,Overheating,Yes,2987.94,4.8,Not satisfied
FAIL00338,Tablet,Apple,Model-366,8.0,Overheating,Yes,687.49,3.2,Fixed quickly
FAIL00339,Smartphone,Lenovo,Model-508,45.0,Screen Crack,Yes,744.86,3.2,Fixed quickly
FAIL00340,Tablet,Samsung,Model-802,22.0,Screen Crack,Yes,3333.62,4.5,Fixed quickly
FAIL00341,Smartphone,Dell,Model-906,20.0,Screen Crack,Yes,495.8,1.6,Fixed quickly
FAIL00342,Smartwatch,Apple,Model-813,15.0,Overheating,No,3097.26,1.3,Very bad service
FAIL00343,Smartwatch,Apple,Model-990,49.0,Overheating,No,4823.08,4.9,Perfect repair
FAIL00344,Laptop,Samsung,Model-415,31.0,Software Crash,Yes,116.19,4.7,Had to replace
FAIL00345,Smartphone,Lenovo,Model-612,46.0,Battery Issue,Yes,1010.16,2.0,Fixed quickly
FAIL00346,Laptop,Apple,Model-990,30.0,Battery Issue,Yes,4728.28,3.4,Had to replace
,Smartphone,HP,Model-530,40.0,Overheating,Yes,2495.37,3.8,Not satisfied
FAIL00348,Laptop,HP,Model-149,31.0,Battery Issue,No,1505.47,4.7,nan
FAIL00349,Tablet,Samsung,Model-739,20.0,Overheating,Yes,1319.2,1.8,nan
FAIL00350,Smartwatch,Sony,Model-170,2.0,Speaker Malfunction,Yes,4333.17,4.2,Fixed quickly
FAIL00351,Smartphone,Apple,Model-756,6.0,Battery Issue,No,2204.87,1.7,Fixed quickly
FAIL00352,Gaming Console,HP,Model-324,14.0,Screen Crack,Yes,3214.79,3.2,Not satisfied
FAIL00353,Gaming Console,HP,Model-321,,Screen Crack,No,,,Fixed quickly
FAIL00354,Smartwatch,Apple,Model-642,33.0,Screen Crack,Yes,2770.56,2.2,Fixed quickly
FAIL00355,Gaming Console,Lenovo,Model-510,23.0,Speaker Malfunction,No,4000.51,3.1,Not satisfied
FAIL00356,Gaming Console,Lenovo,Model-969,25.0,Screen Crack,No,1758.97,2.3,Not satisfied
FAIL00357,Gaming Console,Apple,Model-211,38.0,Speaker Malfunction,No,2049.42,5.0,Very bad service
FAIL00358,Laptop,Lenovo,Model-957,37.0,Overheating,No,2272.17,3.6,Had to replace
FAIL00359,Laptop,Dell,Model-245,28.0,Software Crash,No,3034.73,4.3,Fixed quickly
FAIL00360,Smartphone,OnePlus,Model-719,,Speaker Malfunction,Yes,,,Not satisfied
FAIL00361,Laptop,Samsung,Model-172,58.0,Screen Crack,Yes,2284.02,1.5,Not satisfied
FAIL00362,Tablet,Dell,Model-703,7.0,Screen Crack,No,2784.54,2.1,Perfect repair
FAIL00363,Smartphone,Samsung,Model-298,59.0,Speaker Malfunction,Yes,1837.57,4.3,Had to replace
FAIL00364,Gaming Console,Dell,Model-531,2.0,Battery Issue,Yes,134.5,1.8,Perfect repair
FAIL00365,Gaming Console,Lenovo,Model-125,17.0,Screen Crack,Yes,1422.46,2.0,Fixed quickly
FAIL00366,Smartwatch,Samsung,Model-568,27.0,Battery Issue,Yes,4098.11,4.0,Not satisfied
FAIL00367,Smartphone,Apple,Model-472,,Battery Issue,Yes,,,Fixed quickly
FAIL00368,Gaming Console,Lenovo,Model-211,2.0,Software Crash,No,4129.48,3.2,nan
FAIL00369,Laptop,Samsung,Model-195,52.0,Software Crash,No,2104.12,1.6,nan
FAIL00370,Gaming Console,HP,Model-384,12.0,Software Crash,No,4344.73,4.3,Very bad service
FAIL00371,Gaming Console,Sony,Model-710,52.0,Overheating,No,1939.54,3.3,Had to replace
FAIL00372,Smartwatch,HP,Model-923,16.0,Speaker Malfunction,No,1532.71,4.7,Fixed quickly
FAIL00373,Gaming Console,Samsung,Model-958,32.0,Battery Issue,No,1264.27,1.8,nan
FAIL00374,Tablet,Samsung,Model-850,18.0,Screen Crack,No,1583.12,1.6,Had to replace
FAIL00375,Tablet,OnePlus,Model-413,16.0,Overheating,Yes,1071.77,1.9,Not satisfied
FAIL00376,Gaming Console,OnePlus,Model-423,52.0,Software Crash,No,3777.66,1.8,nan
FAIL00377,Gaming Console,Samsung,Model-353,5.0,Speaker Malfunction,No,4910.99,4.2,Fixed quickly
FAIL00378,Tablet,Sony,Model-130,24.0,Overheating,No,2046.39,1.4,Perfect repair
FAIL00379,Laptop,Sony,Model-197,53.0,Screen Crack,No,1732.83,4.2,Very bad service
FAIL00380,Smartphone,Dell,Model-336,49.0,Overheating,No,3224.12,3.6,nan
FAIL00381,Tablet,Samsung,Model-273,11.0,Battery Issue,Yes,2209.23,4.7,Perfect repair
FAIL00382,Smartwatch,Dell,Model-752,46.0,Software Crash,No,335.59,2.9,Very bad service
FAIL00383,Tablet,HP,Model-932,42.0,Overheating,Yes,1787.34,2.1,Very bad service
FAIL00384,Smartphone,Sony,Model-823,55.0,Battery Issue,Yes,4020.79,4.6,Had to replace
FAIL00385,Tablet,Apple,Model-133,24.0,Overheating,No,436.49,1.0,Fixed quickly
FAIL00386,Smartphone,Sony,Model-386,14.0,Screen Crack,Yes,1367.54,4.7,Fixed quickly
FAIL00387,Laptop,Dell,Model-985,44.0,Software Crash,No,4876.73,3.5,Not satisfied
FAIL00388,Laptop,Apple,Model-928,36.0,Software Crash,No,1487.18,1.6,nan
FAIL00389,Gaming Console,Lenovo,Model-958,1.0,Overheating,No,4272.43,2.2,nan
FAIL00390,Laptop,Apple,Model-574,26.0,Speaker Malfunction,No,4505.79,3.4,Very bad service
FAIL00391,Tablet,Apple,Model-957,26.0,Screen Crack,Yes,3440.96,1.4,Perfect repair
FAIL00392,Smartwatch,Sony,Model-289,4.0,Screen Crack,No,2424.51,1.2,Perfect repair
FAIL00393,Tablet,Samsung,Model-754,26.0,Screen Crack,Yes,4782.07,3.1,Fixed quickly
FAIL00394,Laptop,OnePlus,Model-126,,Speaker Malfunction,Yes,,,Perfect repair
FAIL00395,Smartwatch,Apple,Model-141,32.0,Speaker Malfunction,Yes,3217.41,4.1,Not satisfied
FAIL00396,Laptop,HP,Model-931,16.0,Screen Crack,No,3753.03,3.8,nan
FAIL00397,Smartphone,HP,Model-778,37.0,Software Crash,No,4415.26,4.7,nan
FAIL00398,Tablet,Apple,Model-987,16.0,Battery Issue,No,625.08,4.3,nan
FAIL00399,Smartwatch,HP,Model-740,40.0,Overheating,No,2869.42,1.3,Perfect repair
FAIL00400,Gaming Console,HP,Model-830,,Overheating,No,,,nan
FAIL00401,Smartwatch,HP,Model-449,17.0,Speaker Malfunction,No,4574.39,1.8,nan
FAIL00402,Smartwatch,Dell,Model-687,49.0,Screen Crack,No,4998.24,2.8,Very bad service
FAIL00403,Smartwatch,Dell,Model-620,,Screen Crack,No,,,Not satisfied
FAIL00404,Gaming Console,Lenovo,Model-807,32.0,Software Crash,Yes,1124.9,2.9,Had to replace
FAIL00405,Smartwatch,HP,Model-386,48.0,Overheating,No,3208.17,1.9,Perfect repair
FAIL00406,Tablet,OnePlus,Model-916,42.0,Screen Crack,No,4948.65,4.7,nan
FAIL00407,Smartwatch,OnePlus,Model-267,11.0,Overheating,No,2979.19,1.1,Very bad service
FAIL00408,Laptop,Samsung,Model-102,29.0,Overheating,Yes,1989.68,1.1,Perfect repair
FAIL00409,Smartwatch,OnePlus,Model-611,55.0,Screen Crack,Yes,1429.58,4.0,Not satisfied
FAIL00410,Smartwatch,HP,Model-244,27.0,Overheating,Yes,1810.4,2.1,Fixed quickly
FAIL00411,Gaming Console,Dell,Model-598,21.0,Overheating,Yes,3706.54,4.0,Had to replace
FAIL00412,Smartphone,Apple,Model-269,,Software Crash,No,,,Very bad service
FAIL00413,Gaming Console,OnePlus,Model-847,29.0,Speaker Malfunction,No,3240.24,3.3,Very bad service
FAIL00414,Gaming Console,HP,Model-460,58.0,Speaker Malfunction,No,3171.87,4.5,Not satisfied
FAIL00415,Smartwatch,Sony,Model-526,37.0,Software Crash,No,1393.98,1.8,Had to replace
FAIL00416,Smartphone,Dell,Model-336,32.0,Screen Crack,No,2570.93,3.9,Had to replace
FAIL00417,Gaming Console,Dell,Model-549,41.0,Overheating,No,4345.6,4.2,Very bad service
FAIL00418,Laptop,Dell,Model-110,41.0,Screen Crack,No,3996.93,4.9,Perfect repair
,Smartphone,Apple,Model-107,12.0,Battery Issue,No,2972.13,1.8,Fixed quickly
FAIL00420,Gaming Console,Sony,Model-134,51.0,Overheating,Yes,3369.47,3.0,nan
FAIL00421,Smartwatch,Sony,Model-840,24.0,Battery Issue,Yes,271.69,2.2,Had to replace
FAIL00422,Laptop,OnePlus,Model-894,26.0,Software Crash,No,537.39,2.7,Perfect repair
FAIL00423,Smartphone,Sony,Model-448,53.0,Battery Issue,Yes,1936.46,1.3,nan
,Laptop,Dell,Model-428,21.0,Speaker Malfunction,No,1980.01,4.6,Had to replace
FAIL00425,Tablet,HP,Model-684,31.0,Overheating,No,1559.59,2.3,Perfect repair
,Gaming Console,HP,Model-229,7.0,Overheating,Yes,3287.92,5.0,Fixed quickly
FAIL00427,Smartwatch,Lenovo,Model-505,45.0,Software Crash,Yes,3074.2,2.8,Fixed quickly
FAIL00428,Tablet,Sony,Model-160,33.0,Overheating,No,3454.27,2.4,Very bad service
FAIL00429,Smartwatch,Dell,Model-564,17.0,Software Crash,Yes,1231.95,3.0,nan
FAIL00430,Gaming Console,HP,Model-357,59.0,Overheating,Yes,113.27,1.6,nan
FAIL00431,Tablet,OnePlus,Model-605,40.0,Battery Issue,Yes,4839.38,4.4,nan
FAIL00432,Smartphone,Samsung,Model-315,18.0,Overheating,No,3885.62,4.2,nan
,Tablet,HP,Model-841,53.0,Software Crash,Yes,2339.29,4.3,Had to replace
FAIL00434,Smartphone,OnePlus,Model-445,57.0,Battery Issue,Yes,314.42,2.7,Perfect repair
FAIL00435,Smartphone,HP,Model-550,1.0,Software Crash,Yes,1075.73,2.4,nan
FAIL00436,Smartwatch,Samsung,Model-260,20.0,Speaker Malfunction,Yes,359.5,4.8,Had to replace
FAIL00437,Laptop,HP,Model-922,,Battery Issue,No,,,nan
FAIL00438,Laptop,Apple,Model-793,47.0,Speaker Malfunction,Yes,1164.11,4.6,Had to replace
,Smartphone,Lenovo,Model-907,,Software Crash,No,,,nan
,Gaming Console,Dell,Model-943,42.0,Speaker Malfunction,Yes,403.94,3.2,Fixed quickly
FAIL00441,Laptop,Apple,Model-372,38.0,Overheating,Yes,3583.07,3.7,Not satisfied
FAIL00442,Laptop,OnePlus,Model-644,56.0,Battery Issue,No,593.41,1.4,Fixed quickly
FAIL00443,Gaming Console,OnePlus,Model-522,32.0,Battery Issue,No,1616.31,4.5,Very bad service
FAIL00444,Smartwatch,Apple,Model-211,,Speaker Malfunction,No,,,nan
FAIL00445,Smartphone,Dell,Model-468,25.0,Speaker Malfunction,Yes,627.18,4.2,Perfect repair
,Tablet,Lenovo,Model-252,,Battery Issue,No,,,Not satisfied
FAIL00447,Tablet,Apple,Model-413,,Software Crash,Yes,,,Not satisfied
FAIL00448,Smartphone,HP,Model-963,35.0,Speaker Malfunction,Yes,276.94,2.5,Not satisfied
FAIL00449,Smartwatch,Sony,Model-945,58.0,Speaker Malfunction,Yes,3375.92,3.2,nan
,Tablet,Sony,Model-963,13.0,Software Crash,No,1969.54,4.2,Perfect repair
FAIL00451,Laptop,Apple,Model-529,16.0,Software Crash,No,4840.0,1.4,Perfect repair
FAIL00452,Smartwatch,Sony,Model-963,37.0,Battery Issue,No,527.76,4.3,nan
FAIL00453,Gaming Console,Lenovo,Model-233,41.0,Speaker Malfunction,No,1839.69,2.1,nan
FAIL00454,Smartphone,Apple,Model-449,56.0,Battery Issue,No,3007.38,2.5,Fixed quickly
FAIL00455,Tablet,Dell,Model-133,55.0,Screen Crack,No,2767.04,2.1,Very bad service
FAIL00456,Smartphone,Lenovo,Model-751,19.0,Battery Issue,Yes,2491.63,4.9,nan
FAIL00457,Gaming Console,OnePlus,Model-729,47.0,Battery Issue,Yes,1980.98,3.9,Perfect repair
FAIL00458,Tablet,Lenovo,Model-403,,Software Crash,Yes,,,Perfect repair
FAIL00459,Smartphone,Samsung,Model-661,57.0,Battery Issue,No,776.58,1.4,Not satisfied
FAIL00460,Gaming Console,Apple,Model-841,15.0,Overheating,Yes,2557.05,4.9,nan
FAIL00461,Laptop,Samsung,Model-721,46.0,Battery Issue,No,2904.99,1.9,Perfect repair
FAIL00462,Gaming Console,HP,Model-657,51.0,Software Crash,Yes,4435.3,1.1,Had to replace
FAIL00463,Smartwatch,Dell,Model-906,57.0,Screen Crack,Yes,1484.08,1.9,Not satisfied
FAIL00464,Smartwatch,Sony,Model-158,49.0,Software Crash,No,1441.52,1.7,Not satisfied
FAIL00465,Gaming Console,Lenovo,Model-860,,Software Crash,Yes,,,Not satisfied
FAIL00466,Laptop,Apple,Model-876,59.0,Overheating,Yes,1456.64,3.7,Very bad service
FAIL00467,Smartphone,Apple,Model-587,1.0,Screen Crack,No,364.01,2.4,Fixed quickly
FAIL00468,Smartphone,HP,Model-982,51.0,Overheating,No,2659.38,1.7,Very bad service
FAIL00469,Laptop,Dell,Model-560,13.0,Screen Crack,Yes,3819.29,2.4,Fixed quickly
FAIL00470,Tablet,Samsung,Model-456,24.0,Overheating,Yes,852.04,4.9,nan
FAIL00471,Gaming Console,Dell,Model-209,54.0,Battery Issue,No,3833.94,2.2,nan
FAIL00472,Smartwatch,HP,Model-964,23.0,Screen Crack,Yes,1837.13,3.7,Very bad service
FAIL00473,Smartwatch,Samsung,Model-686,38.0,Battery Issue,Yes,4747.66,2.3,nan
FAIL00474,Smartwatch,Samsung,Model-941,29.0,Overheating,No,526.4,4.2,Fixed quickly
FAIL00475,Smartphone,Apple,Model-945,16.0,Speaker Malfunction,No,1644.95,3.3,Had to replace
FAIL00476,Smartphone,Apple,Model-814,49.0,Battery Issue,Yes,1129.69,3.7,nan
FAIL00477,Laptop,OnePlus,Model-888,32.0,Speaker Malfunction,Yes,4494.74,1.2,Fixed quickly
FAIL00478,Tablet,Dell,Model-410,,Speaker Malfunction,No,,,Perfect repair
FAIL00479,Gaming Console,Samsung,Model-210,37.0,Software Crash,Yes,1401.6,2.1,Fixed quickly
FAIL00480,Smartwatch,Apple,Model-396,16.0,Screen Crack,No,3553.0,3.6,Had to replace
FAIL00481,Laptop,Samsung,Model-906,43.0,Overheating,Yes,4750.55,2.7,Had to replace
FAIL00482,Tablet,OnePlus,Model-202,39.0,Speaker Malfunction,No,2992.13,2.3,Had to replace
FAIL00483,Smartphone,Samsung,Model-558,46.0,Battery Issue,No,4715.36,2.4,Very bad service
FAIL00484,Smartwatch,Sony,Model-638,24.0,Battery Issue,No,3324.34,1.5,nan
FAIL00485,Gaming Console,OnePlus,Model-652,53.0,Software Crash,Yes,1065.97,1.5,nan
FAIL00486,Smartwatch,Apple,Model-544,40.0,Software Crash,Yes,3748.31,1.5,Had to replace
FAIL00487,Smartwatch,OnePlus,Model-891,21.0,Overheating,No,1552.57,3.7,nan
FAIL00488,Gaming Console,OnePlus,Model-671,33.0,Overheating,No,1613.17,2.1,nan
FAIL00489,Laptop,Apple,Model-689,,Battery Issue,Yes,,,Perfect repair
FAIL00490,Gaming Console,Apple,Model-533,27.0,Speaker Malfunction,Yes,1367.94,4.3,Fixed quickly
FAIL00491,Gaming Console,Lenovo,Model-669,53.0,Battery Issue,No,1732.95,2.4,Perfect repair
FAIL00492,Smartphone,OnePlus,Model-963,29.0,Speaker Malfunction,No,4937.25,3.1,Fixed quickly
FAIL00493,Laptop,Sony,Model-982,,Battery Issue,Yes,,,Had to replace
FAIL00494,Laptop,HP,Model-622,36.0,Overheating,No,3197.4,1.6,Fixed quickly
FAIL00495,Tablet,Sony,Model-449,,Speaker Malfunction,Yes,,,Very bad service
FAIL00496,Tablet,Lenovo,Model-213,38.0,Overheating,No,1666.65,2.5,Not satisfied
FAIL00497,Smartphone,HP,Model-413,50.0,Overheating,Yes,751.82,3.1,Very bad service
FAIL00498,Smartphone,Dell,Model-993,32.0,Battery Issue,Yes,2709.4,1.5,Perfect repair
FAIL00499,Tablet,Apple,Model-818,46.0,Battery Issue,Yes,2892.51,2.9,Had to replace
FAIL00500,Tablet,HP,Model-903,28.0,Software Crash,Yes,3470.8,1.8,Not satisfied
FAIL00501,Laptop,Samsung,Model-292,51.0,Overheating,No,3961.13,4.5,nan
FAIL00502,Tablet,Lenovo,Model-697,49.0,Software Crash,No,2122.28,4.7,Very bad service
FAIL00503,Gaming Console,OnePlus,Model-813,38.0,Screen Crack,No,2739.18,3.9,Had to replace
FAIL00504,Smartwatch,HP,Model-989,26.0,Overheating,No,419.41,1.5,Not satisfied
FAIL00505,Gaming Console,Lenovo,Model-827,48.0,Software Crash,No,2144.36,3.8,Perfect repair
FAIL00506,Tablet,HP,Model-708,58.0,Screen Crack,Yes,746.55,3.2,Very bad service
FAIL00507,Smartwatch,Samsung,Model-349,47.0,Overheating,No,103.55,4.4,Had to replace
FAIL00508,Smartphone,Dell,Model-879,47.0,Overheating,Yes,392.77,2.5,Not satisfied
FAIL00509,Tablet,Lenovo,Model-948,6.0,Screen Crack,No,221.09,4.9,Not satisfied
FAIL00510,Tablet,Apple,Model-108,19.0,Battery Issue,No,2022.17,4.2,Not satisfied
FAIL00511,Smartphone,Sony,Model-786,15.0,Screen Crack,Yes,1983.27,1.8,Very bad service
FAIL00512,Tablet,Lenovo,Model-589,17.0,Speaker Malfunction,No,1075.04,3.7,Perfect repair
FAIL00513,Smartwatch,Lenovo,Model-827,34.0,Overheating,No,2379.45,3.1,Perfect repair
FAIL00514,Smartphone,Lenovo,Model-856,1.0,Speaker Malfunction,No,489.67,3.9,nan
FAIL00515,Smartphone,Lenovo,Model-429,19.0,Screen Crack,No,1530.02,2.5,Fixed quickly
FAIL00516,Laptop,Dell,Model-743,3.0,Battery Issue,No,322.67,1.1,Fixed quickly
FAIL00517,Tablet,Sony,Model-190,17.0,Speaker Malfunction,Yes,132.85,2.6,Perfect repair
FAIL00518,Laptop,Sony,Model-306,56.0,Software Crash,Yes,2976.48,3.6,Had to replace
FAIL00519,Smartwatch,Dell,Model-178,39.0,Software Crash,Yes,3614.69,1.5,Not satisfied
FAIL00520,Smartwatch,HP,Model-559,46.0,Overheating,Yes,1367.12,4.8,Had to replace
FAIL00521,Smartphone,Dell,Model-386,14.0,Overheating,Yes,3494.44,2.3,Had to replace
FAIL00522,Laptop,Sony,Model-212,11.0,Battery Issue,No,3176.5,3.4,Had to replace
FAIL00523,Tablet,Dell,Model-525,16.0,Battery Issue,No,3899.98,1.4,nan
FAIL00524,Smartwatch,Samsung,Model-545,54.0,Software Crash,Yes,1106.58,1.1,Not satisfied
FAIL00525,Laptop,Lenovo,Model-879,30.0,Battery Issue,No,2455.99,3.1,Had to replace
FAIL00526,Smartphone,OnePlus,Model-326,39.0,Software Crash,No,1133.34,2.9,Very bad service
FAIL00527,Gaming Console,HP,Model-877,27.0,Speaker Malfunction,No,4366.23,5.0,Had to replace
FAIL00528,Smartphone,HP,Model-536,18.0,Software Crash,Yes,3262.74,4.3,Perfect repair
FAIL00529,Smartphone,Sony,Model-887,56.0,Battery Issue,No,517.77,3.8,Very bad service
FAIL00530,Laptop,Lenovo,Model-980,23.0,Battery Issue,No,1892.7,3.6,Fixed quickly
FAIL00531,Gaming Console,Lenovo,Model-670,49.0,Software Crash,Yes,287.93,4.8,Had to replace
FAIL00532,Tablet,HP,Model-506,27.0,Screen Crack,No,4925.4,4.6,Perfect repair
,Smartphone,Lenovo,Model-315,,Screen Crack,No,,,nan
FAIL00534,Smartphone,Sony,Model-819,44.0,Battery Issue,No,1829.41,2.3,Very bad service
FAIL00535,Gaming Console,Lenovo,Model-422,44.0,Software Crash,Yes,1983.17,1.9,nan
FAIL00536,Tablet,Samsung,Model-746,11.0,Screen Crack,Yes,1910.37,3.7,Not satisfied
FAIL00537,Smartphone,Sony,Model-915,,Overheating,Yes,,,Had to replace
FAIL00538,Smartphone,Samsung,Model-294,44.0,Speaker Malfunction,No,1805.97,4.8,Fixed quickly
FAIL00539,Laptop,Lenovo,Model-125,23.0,Speaker Malfunction,No,1140.73,5.0,Perfect repair
FAIL00540,Laptop,OnePlus,Model-370,26.0,Software Crash,No,1413.29,4.5,nan
FAIL00541,Smartwatch,Samsung,Model-933,42.0,Screen Crack,No,3998.43,2.4,Very bad service
FAIL00542,Laptop,HP,Model-538,,Software Crash,Yes,,,Not satisfied
FAIL00543,Tablet,HP,Model-239,35.0,Battery Issue,No,2207.45,2.1,Very bad service
FAIL00544,Smartwatch,Sony,Model-153,54.0,Battery Issue,No,2039.34,3.8,Not satisfied
,Laptop,Sony,Model-450,43.0,Overheating,Yes,2829.06,3.6,Perfect repair
FAIL00546,Gaming Console,HP,Model-938,38.0,Battery Issue,No,397.33,4.4,Very bad service
FAIL00547,Laptop,OnePlus,Model-146,20.0,Software Crash,No,264.4,2.1,Very bad service
FAIL00548,Laptop,Sony,Model-643,24.0,Speaker Malfunction,No,3503.68,3.3,nan
